Hawaii Ocean Time-series : 01-May-2022 22:32:31
https://hahana.soest.hawaii.edu/hot/hot-dogs/ppextraction.html

crn, date, stime, etime, itype, depth, chl, l12, 
#, yymmdd, hhmm, hhmm, , m, mg/m3, mg C/m3, 
166, 041221,  630, 1750,  2,  175,  0.006, -9.000,
167, 050202,  740, 1900,  2,    5,  0.127,  6.333,
167, 050202,  740, 1900,  2,   25,  0.129,  6.133,
167, 050202,  740, 1900,  2,   45,  0.140,  4.520,
167, 050202,  740, 1900,  2,   75,  0.170,  2.207,
167, 050202,  740, 1900,  2,  100,  0.096,  0.473,
167, 050202,  740, 1900,  2,  125,  0.061,  0.123,
167, 050202,  740, 1900,  2,  150,  0.010, -9.000,
167, 050202,  740, 1900,  2,  175,  0.009, -9.000,
168, 050305,  650, 1900,  2,    5,  0.078, -9.000,
168, 050305,  650, 1900,  2,   25,  0.080, -9.000,
168, 050305,  650, 1900,  2,   45,  0.097, -9.000,
168, 050305,  650, 1900,  2,   75,  0.148, -9.000,
168, 050305,  650, 1900,  2,  100,  0.203, -9.000,
168, 050305,  650, 1900,  2,  125,  0.111, -9.000,
168, 050305,  650, 1900,  2,  150,  0.036, -9.000,
168, 050305,  650, 1900,  2,  175,  0.014, -9.000,
169, 050519,  609, 1915,  2,    5,  0.063,  6.770,
169, 050519,  609, 1915,  2,   25,  0.065,  7.580,
169, 050519,  609, 1915,  2,   45,  0.082,  4.743,
169, 050519,  609, 1915,  2,   75,  0.130,  4.023,
169, 050519,  609, 1915,  2,  100,  0.237,  2.797,
169, 050519,  609, 1915,  2,  125,  0.232,  1.493,
169, 050519,  609, 1915,  2,  150,  0.113, -9.000,
169, 050519,  609, 1915,  2,  175,  0.088, -9.000,
170, 050615,  605, 1930,  2,    5,  0.070,  6.077,
170, 050615,  605, 1930,  2,   25,  0.070,  6.877,
170, 050615,  605, 1930,  2,   45,  0.098,  6.620,
170, 050615,  605, 1930,  2,   75,  0.151,  4.443,
170, 050615,  605, 1930,  2,  100,  0.372,  4.993,
170, 050615,  605, 1930,  2,  125,  0.191,  0.933,
170, 050615,  605, 1930,  2,  150,  0.032, -9.000,
170, 050615,  605, 1930,  2,  175,  0.022, -9.000,
171, 050717,  608, 2000,  2,    5,  0.060,  7.240,
171, 050717,  608, 2000,  2,   25,  0.059,  6.637,
171, 050717,  608, 2000,  2,   45,  0.066,  6.367,
171, 050717,  608, 2000,  2,   75,  0.123,  5.200,
171, 050717,  608, 2000,  2,  100,  0.181,  2.450,
171, 050717,  608, 2000,  2,  125,  0.211,  1.583,
171, 050717,  608, 2000,  2,  150,  0.116, -9.000,
171, 050717,  608, 2000,  2,  175,  0.029, -9.000,
172, 050814,  600, 1920,  2,    5,  0.061,  5.850,
172, 050814,  600, 1920,  2,   25,  0.069,  6.640,
172, 050814,  600, 1920,  2,   45,  0.067,  5.823,
172, 050814,  600, 1920,  2,   75,  0.157,  5.130,
172, 050814,  600, 1920,  2,  100,  0.291,  3.263,
172, 050814,  600, 1920,  2,  125,  0.208,  1.053,
172, 050814,  600, 1920,  2,  150,  0.120, -9.000,
172, 050814,  600, 1920,  2,  175,  0.082, -9.000,
173, 050910,  556, 1900,  2,    5,  0.145, 10.760,
173, 050910,  556, 1900,  2,   25,  0.156,  9.847,
173, 050910,  556, 1900,  2,   45,  0.208,  7.093,
173, 050910,  556, 1900,  2,   75,  0.274,  2.393,
173, 050910,  556, 1900,  2,  100,  0.196,  0.663,
173, 050910,  556, 1900,  2,  125,  0.124,  0.220,
173, 050910,  556, 1900,  2,  150,  0.078, -9.000,
173, 050910,  556, 1900,  2,  175,  0.044, -9.000,
174, 051009,  635, 1840,  2,    5,  0.096,  5.807,
174, 051009,  635, 1840,  2,   25,  0.101,  6.823,
174, 051009,  635, 1840,  2,   45,  0.102,  6.040,
174, 051009,  635, 1840,  2,   75,  0.239,  4.693,
174, 051009,  635, 1840,  2,  100,  0.276,  1.870,
174, 051009,  635, 1840,  2,  125,  0.146,  0.440,
174, 051009,  635, 1840,  2,  150,  0.038, -9.000,
174, 051009,  635, 1840,  2,  175,  0.012, -9.000,
175, 051112,  542, 1830,  2,    5,  0.106,  5.327,
175, 051112,  542, 1830,  2,   25,  0.103,  6.190,
175, 051112,  542, 1830,  2,   45,  0.096,  5.270,
175, 051112,  542, 1830,  2,   75,  0.138,  4.467,
175, 051112,  542, 1830,  2,  100,  0.268,  2.327,
175, 051112,  542, 1830,  2,  125,  0.153,  0.717,
175, 051112,  542, 1830,  2,  150,  0.089, -9.000,
175, 051112,  542, 1830,  2,  175,  0.038, -9.000,
176, 051213,  557, 1758,  2,    5,  0.092,  5.010,
176, 051213,  557, 1758,  2,   25,  0.090,  5.360,
176, 051213,  557, 1758,  2,   45,  0.110,  4.800,
176, 051213,  557, 1758,  2,   75,  0.163,  3.737,
176, 051213,  557, 1758,  2,  100,  0.259,  1.350,
176, 051213,  557, 1758,  2,  125,  0.214,  0.580,
176, 051213,  557, 1758,  2,  150,  0.092, -9.000,
176, 051213,  557, 1758,  2,  175,  0.030, -9.000,
177, 060125,  617, 1845,  2,    5,  0.115,  4.927,
177, 060125,  617, 1845,  2,   25,  0.118,  4.533,
177, 060125,  617, 1845,  2,   45,  0.113,  4.827,
177, 060125,  617, 1845,  2,   75,  0.120,  2.450,
177, 060125,  617, 1845,  2,  100,  0.131,  1.097,
177, 060125,  617, 1845,  2,  125,  0.281,  1.157,
177, 060125,  617, 1845,  2,  150,  0.219, -9.000,
177, 060125,  617, 1845,  2,  175,  0.051, -9.000,
178, 060215,  610, 1857,  2,    5,  0.141,  5.467,
178, 060215,  610, 1857,  2,   25,  0.140,  5.437,
178, 060215,  610, 1857,  2,   45,  0.149,  4.643,
178, 060215,  610, 1857,  2,   75,  0.292,  5.647,
178, 060215,  610, 1857,  2,  100,  0.150,  1.210,
178, 060215,  610, 1857,  2,  125,  0.061,  0.210,
178, 060215,  610, 1857,  2,  150,  0.031, -9.000,
178, 060215,  610, 1857,  2,  175,  0.011, -9.000,
179, 060310,  530, 1915,  2,    5,  0.107,  7.700,
179, 060310,  530, 1915,  2,   25,  0.121,  7.383,
179, 060310,  530, 1915,  2,   45,  0.113,  5.600,
179, 060310,  530, 1915,  2,   75,  0.117,  2.757,
179, 060310,  530, 1915,  2,  100,  0.210,  1.447,
179, 060310,  530, 1915,  2,  125,  0.266,  0.563,
179, 060310,  530, 1915,  2,  150,  0.154, -9.000,
179, 060310,  530, 1915,  2,  175,  0.033, -9.000,
180, 060402,  553, 1929,  2,    5,  0.111,  5.317,
180, 060402,  553, 1929,  2,   25,  0.112,  7.233,
180, 060402,  553, 1929,  2,   45,  0.121,  6.953,
180, 060402,  553, 1929,  2,   75,  0.291,  3.550,
180, 060402,  553, 1929,  2,  100,  0.315,  3.027,
180, 060402,  553, 1929,  2,  125,  0.158,  0.643,
180, 060402,  553, 1929,  2,  150,  0.058, -9.000,
180, 060402,  553, 1929,  2,  175,  0.040, -9.000,
181, 060527,  541, 1920,  2,    5,  0.068,  6.223,
181, 060527,  541, 1920,  2,   25,  0.063,  5.720,
181, 060527,  541, 1920,  2,   45,  0.083,  5.853,
181, 060527,  541, 1920,  2,   75,  0.135,  4.050,
181, 060527,  541, 1920,  2,  100,  0.261,  3.600,
181, 060527,  541, 1920,  2,  125,  0.214,  1.143,
181, 060527,  541, 1920,  2,  150,  0.102, -9.000,
181, 060527,  541, 1920,  2,  175,  0.033, -9.000,
182, 060614,  625, 1924,  2,    5,  0.062,  6.295,
182, 060614,  625, 1924,  2,   25,  0.060,  5.247,
182, 060614,  625, 1924,  2,   45,  0.080,  5.127,
182, 060614,  625, 1924,  2,   75,  0.103,  4.403,
182, 060614,  625, 1924,  2,  100,  0.148,  2.947,
182, 060614,  625, 1924,  2,  125,  0.214,  1.757,
182, 060614,  625, 1924,  2,  150,  0.106, -9.000,
182, 060614,  625, 1924,  2,  175,  0.036, -9.000,
184, 060809,  540, 1932,  2,    5,  0.066,  6.013,
184, 060809,  540, 1932,  2,   25,  0.063,  5.930,
184, 060809,  540, 1932,  2,   45,  0.126,  7.897,
184, 060809,  540, 1932,  2,   75,  0.220,  3.747,
184, 060809,  540, 1932,  2,  100,  0.258,  1.327,
184, 060809,  540, 1932,  2,  125,  0.093,  0.403,
184, 060809,  540, 1932,  2,  150,  0.029, -9.000,
184, 060809,  540, 1932,  2,  175,  0.029, -9.000,
185, 060916,  550, 1822,  2,    5,  0.068,  3.565,
185, 060916,  550, 1822,  2,   25,  0.069,  5.323,
185, 060916,  550, 1822,  2,   45,  0.087,  4.053,
185, 060916,  550, 1822,  2,   75,  0.141,  1.627,
185, 060916,  550, 1822,  2,  100,  0.196,  0.730,
185, 060916,  550, 1822,  2,  125,  0.195,  0.427,
185, 060916,  550, 1822,  2,  150,  0.047, -9.000,
185, 060916,  550, 1822,  2,  175,  0.015, -9.000,
186, 061021,  547, 1840,  2,    5,  0.085,  6.530,
186, 061021,  547, 1840,  2,   25,  0.082,  5.163,
186, 061021,  547, 1840,  2,   45,  0.102,  5.633,
186, 061021,  547, 1840,  2,   75,  0.150,  1.957,
186, 061021,  547, 1840,  2,  100,  0.244,  0.835,
186, 061021,  547, 1840,  2,  125,  0.152,  0.353,
186, 061021,  547, 1840,  2,  150,  0.097, -9.000,
186, 061021,  547, 1840,  2,  175,  0.035, -9.000,
187, 061109,  550, 1900,  2,    5,  0.072,  3.637,
187, 061109,  550, 1900,  2,   25,  0.074,  4.823,
187, 061109,  550, 1900,  2,   45,  0.074,  3.573,
187, 061109,  550, 1900,  2,   75,  0.084,  1.420,
187, 061109,  550, 1900,  2,  100,  0.215,  0.737,
187, 061109,  550, 1900,  2,  125,  0.185,  0.423,
187, 061109,  550, 1900,  2,  150,  0.060, -9.000,
187, 061109,  550, 1900,  2,  175,  0.020, -9.000,
188, 061210,  555, 1845,  2,    5,  0.100,  5.557,
188, 061210,  555, 1845,  2,   25,  0.100,  5.063,
188, 061210,  555, 1845,  2,   45,  0.108,  3.910,
188, 061210,  555, 1845,  2,   75,  0.128,  2.203,
188, 061210,  555, 1845,  2,  100,  0.201,  1.207,
188, 061210,  555, 1845,  2,  125,  0.101,  0.273,
188, 061210,  555, 1845,  2,  150,  0.107, -9.000,
188, 061210,  555, 1845,  2,  175,  0.022, -9.000,
189, 070207,  545, 1847,  2,    5,  0.097,  5.170,
189, 070207,  545, 1847,  2,   25,  0.095,  4.473,
189, 070207,  545, 1847,  2,   45,  0.096,  4.063,
189, 070207,  545, 1847,  2,   75,  0.191,  4.127,
189, 070207,  545, 1847,  2,  100,  0.136,  1.560,
189, 070207,  545, 1847,  2,  125,  0.036,  0.180,
189, 070207,  545, 1847,  2,  150,  0.008, -9.000,
189, 070207,  545, 1847,  2,  175,  0.006, -9.000,
190, 070321,  540, 1830,  2,    5,  0.084,  6.360,
190, 070321,  540, 1830,  2,   25,  0.079,  5.737,
190, 070321,  540, 1830,  2,   45,  0.085,  4.863,
190, 070321,  540, 1830,  2,   75,  0.118,  3.170,
190, 070321,  540, 1830,  2,  100,  0.310,  4.820,
190, 070321,  540, 1830,  2,  125,  0.118,  0.560,
190, 070321,  540, 1830,  2,  150,  0.039, -9.000,
190, 070321,  540, 1830,  2,  175,  0.010, -9.000,
191, 070505,  555, 1915,  2,    5,  0.096,  6.653,
191, 070505,  555, 1915,  2,   25,  0.100,  6.867,
191, 070505,  555, 1915,  2,   45,  0.126,  7.650,
191, 070505,  555, 1915,  2,   75,  0.143,  4.207,
191, 070505,  555, 1915,  2,  100,  0.207,  2.423,
191, 070505,  555, 1915,  2,  125,  0.285,  1.537,
191, 070505,  555, 1915,  2,  150,  0.141, -9.000,
191, 070505,  555, 1915,  2,  175,  0.064, -9.000,
193, 070708,  530, 1915,  2,    5,  0.072,  6.533,
193, 070708,  530, 1915,  2,   25,  0.075,  6.203,
193, 070708,  530, 1915,  2,   45,  0.077,  5.857,
193, 070708,  530, 1915,  2,   75,  0.157,  4.087,
193, 070708,  530, 1915,  2,  100,  0.245,  2.167,
193, 070708,  530, 1915,  2,  125,  0.230,  0.923,
193, 070708,  530, 1915,  2,  150,  0.086, -9.000,
193, 070708,  530, 1915,  2,  175,  0.052, -9.000,
194, 070804,  538, 1905,  2,    5,  0.078,  9.257,
194, 070804,  538, 1905,  2,   25,  0.083,  6.717,
194, 070804,  538, 1905,  2,   45,  0.085,  6.527,
194, 070804,  538, 1905,  2,   75,  0.113,  4.140,
194, 070804,  538, 1905,  2,  100, -9.000,  3.033,
194, 070804,  538, 1905,  2,  125,  0.200,  0.800,
194, 070804,  538, 1905,  2,  150,  0.147, -9.000,
194, 070804,  538, 1905,  2,  175,  0.060, -9.000,
195, 070903,  550, 1923,  2,    5,  0.086,  8.177,
195, 070903,  550, 1923,  2,   25,  0.087,  7.507,
195, 070903,  550, 1923,  2,   45,  0.101,  5.275,
195, 070903,  550, 1923,  2,   75,  0.188,  3.903,
195, 070903,  550, 1923,  2,  100,  0.274,  1.643,
195, 070903,  550, 1923,  2,  125,  0.192,  0.780,
195, 070903,  550, 1923,  2,  150,  0.055, -9.000,
195, 070903,  550, 1923,  2,  175,  0.047, -9.000,
196, 071002,  510, 1823,  2,    5,  0.091,  5.780,
196, 071002,  510, 1823,  2,   25,  0.093,  5.067,
196, 071002,  510, 1823,  2,   45,  0.095,  5.220,
196, 071002,  510, 1823,  2,   75,  0.205,  2.987,
196, 071002,  510, 1823,  2,  100,  0.270,  1.343,
196, 071002,  510, 1823,  2,  125,  0.239,  0.540,
196, 071002,  510, 1823,  2,  150,  0.105, -9.000,
196, 071002,  510, 1823,  2,  175,  0.048, -9.000,
197, 071202,  520, 1817,  2,    5,  0.094,  6.110,
197, 071202,  520, 1817,  2,   25,  0.090,  4.640,
197, 071202,  520, 1817,  2,   45,  0.107,  3.760,
197, 071202,  520, 1817,  2,   75,  0.192,  2.840,
197, 071202,  520, 1817,  2,  100,  0.281,  1.467,
197, 071202,  520, 1817,  2,  125,  0.100,  0.197,
198, 071220,  450, 1900,  2,    5,  0.146,  7.560,
198, 071220,  450, 1900,  2,   25,  0.138,  6.957,
198, 071220,  450, 1900,  2,   45,  0.145,  4.473,
198, 071220,  450, 1900,  2,   75,  0.153,  1.990,
198, 071220,  450, 1900,  2,  100,  0.210,  0.670,
198, 071220,  450, 1900,  2,  125,  0.150,  0.250,
198, 071220,  450, 1900,  2,  150,  0.054, -9.000,
198, 071220,  450, 1900,  2,  175,  0.026, -9.000,
199, 080129,  515, 1710,  2,    5,  0.172,  7.963,
199, 080129,  515, 1710,  2,   25,  0.166,  7.587,
199, 080129,  515, 1710,  2,   45,  0.164,  6.303,
199, 080129,  515, 1710,  2,   75,  0.168,  2.610,
199, 080129,  515, 1710,  2,  100,  0.170,  1.175,
199, 080129,  515, 1710,  2,  125,  0.115,  0.403,
199, 080129,  515, 1710,  2,  150,  0.056, -9.000,
199, 080129,  515, 1710,  2,  175,  0.018, -9.000,
200, 080223,  430, 1915,  2,    5,  0.073,  5.953,
200, 080223,  430, 1915,  2,   25,  0.069,  5.427,
200, 080223,  430, 1915,  2,   45,  0.089,  4.137,
200, 080223,  430, 1915,  2,   75,  0.124,  3.303,
200, 080223,  430, 1915,  2,  100,  0.210,  2.850,
200, 080223,  430, 1915,  2,  125,  0.160,  0.920,
200, 080223,  430, 1915,  2,  150,  0.060, -9.000,
200, 080223,  430, 1915,  2,  175,  0.015, -9.000,
201, 080527,  420, 1923,  2,    5,  0.041,  5.457,
201, 080527,  420, 1923,  2,   25,  0.047,  7.163,
201, 080527,  420, 1923,  2,   45,  0.050,  5.623,
201, 080527,  420, 1923,  2,   75,  0.078,  3.217,
201, 080527,  420, 1923,  2,  100,  0.170,  2.733,
201, 080527,  420, 1923,  2,  125,  0.172,  0.817,
201, 080527,  420, 1923,  2,  150,  0.059, -9.000,
201, 080527,  420, 1923,  2,  175,  0.032, -9.000,
202, 080625,  417, 1925,  2,    5,  0.073,  7.983,
202, 080625,  417, 1925,  2,   25,  0.073,  7.870,
202, 080625,  417, 1925,  2,   45,  0.071,  5.930,
202, 080625,  417, 1925,  2,   75,  0.125,  4.063,
202, 080625,  417, 1925,  2,  100,  0.182,  1.983,
202, 080625,  417, 1925,  2,  125,  0.169,  0.663,
202, 080625,  417, 1925,  2,  150,  0.073, -9.000,
202, 080625,  417, 1925,  2,  175,  0.035, -9.000,
203, 080726,  550, 1930,  2,    5,  0.070,  7.097,
203, 080726,  550, 1930,  2,   25,  0.076,  7.623,
203, 080726,  550, 1930,  2,   45,  0.115,  6.905,
203, 080726,  550, 1930,  2,   75,  0.156,  3.837,
203, 080726,  550, 1930,  2,  100,  0.219,  1.657,
203, 080726,  550, 1930,  2,  125,  0.176,  0.833,
203, 080726,  550, 1930,  2,  150,  0.084, -9.000,
203, 080726,  550, 1930,  2,  175,  0.038, -9.000,
204, 080816,  435, 1920,  2,    5,  0.085,  7.683,
204, 080816,  435, 1920,  2,   25,  0.085,  7.787,
204, 080816,  435, 1920,  2,   45,  0.127,  8.237,
204, 080816,  435, 1920,  2,   75,  0.227,  4.463,
204, 080816,  435, 1920,  2,  100,  0.252,  2.030,
204, 080816,  435, 1920,  2,  125,  0.126,  0.417,
204, 080816,  435, 1920,  2,  150,  0.045, -9.000,
204, 080816,  435, 1920,  2,  175,  0.030, -9.000,
205, 081010,  440, 1852,  2,    5,  0.126,  7.310,
205, 081010,  440, 1852,  2,   25,  0.135,  5.920,
205, 081010,  440, 1852,  2,   45,  0.165,  5.525,
205, 081010,  440, 1852,  2,   75,  0.343,  3.780,
205, 081010,  440, 1852,  2,  100,  0.345,  1.150,
205, 081010,  440, 1852,  2,  125,  0.180,  0.263,
205, 081010,  440, 1852,  2,  150,  0.067, -9.000,
205, 081010,  440, 1852,  2,  175,  0.024, -9.000,
206, 081130,  445, 1811,  2,    5,  0.257, 10.150,
206, 081130,  445, 1811,  2,   25,  0.265,  9.020,
206, 081130,  445, 1811,  2,   45,  0.238,  7.030,
206, 081130,  445, 1811,  2,   75,  0.252,  1.397,
206, 081130,  445, 1811,  2,  100,  0.332,  0.583,
206, 081130,  445, 1811,  2,  125,  0.286,  0.233,
206, 081130,  445, 1811,  2,  150,  0.099, -9.000,
206, 081130,  445, 1811,  2,  175,  0.023, -9.000,
208, 090120,  510, 1830,  2,    5,  0.126,  4.777,
208, 090120,  510, 1830,  2,   25,  0.124,  5.257,
208, 090120,  510, 1830,  2,   45,  0.133,  3.920,
208, 090120,  510, 1830,  2,   75,  0.268,  3.127,
208, 090120,  510, 1830,  2,  100,  0.248,  0.890,
208, 090120,  510, 1830,  2,  125,  0.186,  0.287,
208, 090120,  510, 1830,  2,  150,  0.119, -9.000,
208, 090120,  510, 1830,  2,  175,  0.024, -9.000,
209, 090217,  500, 1916,  2,    5,  0.079,  5.737,
209, 090217,  500, 1916,  2,   25,  0.082,  6.723,
209, 090217,  500, 1916,  2,   45,  0.083,  4.637,
209, 090217,  500, 1916,  2,   75,  0.114,  3.497,
209, 090217,  500, 1916,  2,  100,  0.191,  2.490,
209, 090217,  500, 1916,  2,  125,  0.137,  0.833,
209, 090217,  500, 1916,  2,  150,  0.041, -9.000,
209, 090217,  500, 1916,  2,  175,  0.019, -9.000,
210, 090428,  435, 1930,  2,    5,  0.064,  6.957,
210, 090428,  435, 1930,  2,   25,  0.071,  5.480,
210, 090428,  435, 1930,  2,   45,  0.081,  4.845,
210, 090428,  435, 1930,  2,   75,  0.101,  2.983,
210, 090428,  435, 1930,  2,  100,  0.265,  3.550,
210, 090428,  435, 1930,  2,  125,  0.144,  0.663,
210, 090428,  435, 1930,  2,  150,  0.055, -9.000,
210, 090428,  435, 1930,  2,  175,  0.020, -9.000,
211, 090527,  500, 1921,  2,    5,  0.064,  8.603,
211, 090527,  500, 1921,  2,   25,  0.068,  5.890,
211, 090527,  500, 1921,  2,   45,  0.090,  4.590,
211, 090527,  500, 1921,  2,   75,  0.137,  2.890,
211, 090527,  500, 1921,  2,  100,  0.242,  1.953,
211, 090527,  500, 1921,  2,  125,  0.196,  0.717,
211, 090527,  500, 1921,  2,  150,  0.098, -9.000,
211, 090527,  500, 1921,  2,  175,  0.057, -9.000,
212, 090703,  520, 1935,  2,    5,  0.054,  6.343,
212, 090703,  520, 1935,  2,   25,  0.056,  5.787,
212, 090703,  520, 1935,  2,   45,  0.068,  3.720,
212, 090703,  520, 1935,  2,   75,  0.151,  5.153,
212, 090703,  520, 1935,  2,  100,  0.193,  2.780,
212, 090703,  520, 1935,  2,  125,  0.218,  1.587,
212, 090703,  520, 1935,  2,  150,  0.113, -9.000,
212, 090703,  520, 1935,  2,  175,  0.071, -9.000,
213, 090724,  502, 2149,  2,    5,  0.064,  5.457,
213, 090724,  502, 2149,  2,   25,  0.062,  4.837,
213, 090724,  502, 2149,  2,   45,  0.086,  4.930,
213, 090724,  502, 2149,  2,   75,  0.136,  2.783,
213, 090724,  502, 2149,  2,  100,  0.202,  1.527,
213, 090724,  502, 2149,  2,  125,  0.126,  0.590,
213, 090724,  502, 2149,  2,  150,  0.042, -9.000,
213, 090724,  502, 2149,  2,  175,  0.018, -9.000,
214, 090818,  428, 2002,  2,    5,  0.092,  9.743,
214, 090818,  428, 2002,  2,   25,  0.091, 10.067,
214, 090818,  428, 2002,  2,   45,  0.144, 10.817,
214, 090818,  428, 2002,  2,   75,  0.259,  5.487,
214, 090818,  428, 2002,  2,  100,  0.299,  1.783,
214, 090818,  428, 2002,  2,  125,  0.175,  0.480,
214, 090818,  428, 2002,  2,  150,  0.089, -9.000,
214, 090818,  428, 2002,  2,  175,  0.037, -9.000,
215, 090924,  600, 1840,  2,    5,  0.065,  6.527,
215, 090924,  600, 1840,  2,   25,  0.061,  5.383,
215, 090924,  600, 1840,  2,   45,  0.073,  3.703,
215, 090924,  600, 1840,  2,   75,  0.145,  2.173,
215, 090924,  600, 1840,  2,  100,  0.243,  2.170,
215, 090924,  600, 1840,  2,  125,  0.101,  0.355,
215, 090924,  600, 1840,  2,  150,  0.031, -9.000,
215, 090924,  600, 1840,  2,  175,  0.027, -9.000,
216, 091103,  552, 1855,  2,    5,  0.077,  4.633,
216, 091103,  552, 1855,  2,   25,  0.077,  4.553,
216, 091103,  552, 1855,  2,   45,  0.078,  2.463,
216, 091103,  552, 1855,  2,   75,  0.184,  1.267,
216, 091103,  552, 1855,  2,  100,  0.249,  0.647,
216, 091103,  552, 1855,  2,  125,  0.130,  0.167,
216, 091103,  552, 1855,  2,  150,  0.033, -9.000,
216, 091103,  552, 1855,  2,  175,  0.025, -9.000,
217, 091209,  520, 1810,  2,    5,  0.112,  5.910,
217, 091209,  520, 1810,  2,   25,  0.127,  5.620,
217, 091209,  520, 1810,  2,   45,  0.133,  3.920,
217, 091209,  520, 1810,  2,   75,  0.190,  3.430,
217, 091209,  520, 1810,  2,  100,  0.221,  0.933,
217, 091209,  520, 1810,  2,  125,  0.121,  0.227,
217, 091209,  520, 1810,  2,  150,  0.051, -9.000,
217, 091209,  520, 1810,  2,  175,  0.022, -9.000,
220, 100406,  515, 1845,  2,    5,  0.105,  5.830,
220, 100406,  515, 1845,  2,   25,  0.099,  6.523,
220, 100406,  515, 1845,  2,   45,  0.110,  5.995,
220, 100406,  515, 1845,  2,   75,  0.123,  3.257,
220, 100406,  515, 1845,  2,  100,  0.143,  1.767,
220, 100406,  515, 1845,  2,  125,  0.203,  1.223,
220, 100406,  515, 1845,  2,  150,  0.062, -9.000,
220, 100406,  515, 1845,  2,  175,  0.025, -9.000,
221, 100518,  450, 1925,  2,    5,  0.082,  6.250,
221, 100518,  450, 1925,  2,   25,  0.084,  6.230,
221, 100518,  450, 1925,  2,   45,  0.107,  5.820,
221, 100518,  450, 1925,  2,   75,  0.169,  3.393,
221, 100518,  450, 1925,  2,  100,  0.259,  4.140,
221, 100518,  450, 1925,  2,  125,  0.201,  0.630,
221, 100518,  450, 1925,  2,  150,  0.116, -9.000,
221, 100518,  450, 1925,  2,  175,  0.087, -9.000,
222, 100608,  445, 1925,  2,    5,  0.066,  6.627,
222, 100608,  445, 1925,  2,   25,  0.070,  7.030,
222, 100608,  445, 1925,  2,   45,  0.079,  5.980,
222, 100608,  445, 1925,  2,   75,  0.146,  3.900,
222, 100608,  445, 1925,  2,  100,  0.208,  3.097,
222, 100608,  445, 1925,  2,  125,  0.224,  0.943,
222, 100608,  445, 1925,  2,  150,  0.169, -9.000,
222, 100608,  445, 1925,  2,  175,  0.054, -9.000,
223, 100708,  545, 2040,  2,    5,  0.085,  8.353,
223, 100708,  545, 2040,  2,   25,  0.084, 10.260,
223, 100708,  545, 2040,  2,   45,  0.086,  6.270,
223, 100708,  545, 2040,  2,   75,  0.153,  4.530,
223, 100708,  545, 2040,  2,  100,  0.215,  2.070,
223, 100708,  545, 2040,  2,  125,  0.238,  0.817,
223, 100708,  545, 2040,  2,  150,  0.213, -9.000,
223, 100708,  545, 2040,  2,  175,  0.055, -9.000,
224, 100807,  510, 1908,  2,    5,  0.065,  3.960,
224, 100807,  510, 1908,  2,   25,  0.069,  6.563,
224, 100807,  510, 1908,  2,   45,  0.091,  4.680,
224, 100807,  510, 1908,  2,   75,  0.121,  4.523,
224, 100807,  510, 1908,  2,  100,  0.221,  2.403,
224, 100807,  510, 1908,  2,  125,  0.260,  0.690,
224, 100807,  510, 1908,  2,  150,  0.189, -9.000,
224, 100807,  510, 1908,  2,  175,  0.092, -9.000,
225, 100903,  500, 2030,  2,    5,  0.072,  5.717,
225, 100903,  500, 2030,  2,   25,  0.070,  6.393,
225, 100903,  500, 2030,  2,   45,  0.093,  4.820,
225, 100903,  500, 2030,  2,   75,  0.139,  3.380,
225, 100903,  500, 2030,  2,  100,  0.268,  2.067,
225, 100903,  500, 2030,  2,  125,  0.170,  0.657,
225, 100903,  500, 2030,  2,  150,  0.087, -9.000,
225, 100903,  500, 2030,  2,  175,  0.018, -9.000,
226, 101003,  430, 1921,  2,    5,  0.096,  8.360,
226, 101003,  430, 1921,  2,   25,  0.090,  8.390,
226, 101003,  430, 1921,  2,   45,  0.097,  7.705,
226, 101003,  430, 1921,  2,   75,  0.212,  4.273,
226, 101003,  430, 1921,  2,  100,  0.329,  2.090,
226, 101003,  430, 1921,  2,  125,  0.169,  0.560,
226, 101003,  430, 1921,  2,  150,  0.062, -9.000,
226, 101003,  430, 1921,  2,  175,  0.027, -9.000,
227, 101121,  520, 1818,  2,    5,  0.072,  5.093,
227, 101121,  520, 1818,  2,   25,  0.087,  5.577,
227, 101121,  520, 1818,  2,   45,  0.102,  3.383,
227, 101121,  520, 1818,  2,   75,  0.140,  2.553,
227, 101121,  520, 1818,  2,  100,  0.242,  1.590,
227, 101121,  520, 1818,  2,  125,  0.200,  0.417,
227, 101121,  520, 1818,  2,  150,  0.076, -9.000,
227, 101121,  520, 1818,  2,  175,  0.036, -9.000,
228, 110109,  630, 1805,  2,    5,  0.149,  5.660,
228, 110109,  630, 1805,  2,   25,  0.148,  6.113,
228, 110109,  630, 1805,  2,   45,  0.140,  4.785,
228, 110109,  630, 1805,  2,   75,  0.145,  2.283,
228, 110109,  630, 1805,  2,  100,  0.178,  1.225,
228, 110109,  630, 1805,  2,  125,  0.133,  0.453,
228, 110109,  630, 1805,  2,  150,  0.047, -9.000,
228, 110109,  630, 1805,  2,  175,  0.016, -9.000,
229, 110129,  700, 1915,  2,    5,  0.075,  5.527,
229, 110129,  700, 1915,  2,   25,  0.070,  5.213,
229, 110129,  700, 1915,  2,   45,  0.074,  4.557,
229, 110129,  700, 1915,  2,   75,  0.100,  2.605,
229, 110129,  700, 1915,  2,  100,  0.176,  1.527,
229, 110129,  700, 1915,  2,  125,  0.208,  0.617,
229, 110129,  700, 1915,  2,  150,  0.067, -9.000,
